content,score,at
Mas atau mba tolong donk kalau terima karyawan jangan asal terima aja & kalau mau terima karyawan Maxim harus dengan teliti secara detail baik seluk beluk karyawan Maxim mau pun yang gojek maximnya soalnya kasihan da 4 orang yang ketipu di mintai uang lebih dari harga yang sesuai dengan orderan nih yang seharusnya 62k malah lebih 2x lipat dari sesuai harga order,1,2024-09-25 22:12:41
"aplikasi bosok, ga guna. driver segitu banyak ada di satu tempat, gada yg acc. posisi lagi mau nganterin ibu ke IGD, tapi para driver nya gada yg acc hampir setengah jam lebih",1,2024-09-25 19:36:44
Apk buruk,1,2024-09-25 19:13:53
"Update lah maps nya biar bisa mencari sesuai titik akurat, bukan kita yang cari sendiri rute jalan nya",1,2024-09-25 18:55:37
"najis aplikasi apaan, katanya dapet 200rb.. ga jelas lo, hoax banget najis",1,2024-09-25 16:49:11
"Drivernya angkuh"" semua, emosian mulu",1,2024-09-25 16:22:38
Kalau pesen ini jarang dapet yg bener deh,1,2024-09-25 16:06:21
Paraaaaaahhhhhhhh !! Jangan download aplikasi eror,1,2024-09-25 14:44:46
"Nasib driver gk di pikir, jualan jaket + helm itu yg paling penting",1,2024-09-25 14:08:45
maxim penipu disuruh masukin kode malah ga di aktifin udah nunggu seminggu,1,2024-09-25 13:47:00
Aplikasi menyediakan e-walet yang bernama KASPRO tetapi banyak driver membatalkan orderan karena memakai KASPRO..... TOLONG DIPERBAIKI PELAYANANNYA... Terimakasih,1,2024-09-25 12:54:23
"Saya gak bisa log in ke apk maxim customer, tidak bisa menerima kode otp untuk log in",1,2024-09-25 10:52:17
"Keranjang pesan makanan tdk bisa kebuka sama skli,",2,2024-09-25 10:14:36
"Driver maxim penipu, suami saya kena scam, tarif di aplikasi 13rb, tapi dia minta uang 15rb lagi untuk biaya parkir, padahal biaya parkirnya 4rb, suami saya ngga tau karena bukan warga setempat",1,2024-09-25 09:33:54
Saa kecewa sudah isi saldo wallet banyak driver banyak yang menolak.niat hati mau dipakai tiap hari dikendari malah jadi saldo mati auto balik lagi pake go jek.,1,2024-09-25 08:51:30
uang saya hilang di maxim wallet,1,2024-09-25 08:05:01
sering bug,2,2024-09-25 06:26:16
"Gimana sih,pesen makanan mau di batalin tp g bisa,maksa banget klo ngefood...,yg namanya batal itu ga jadi order bukan malah ngasih pilihan ubah order atau naikin harga order,",1,2024-09-25 02:35:47
Gak bisa login nomor padahal nomornya bener,1,2024-09-25 00:29:59
Aplikasi tolol..banyak driver lo yg olat gak sesuai..motor nya gak sesuai dengan aplikasi..tolol banget dah...dah kek mau maling aja..,1,2024-09-24 22:49:59
bug system,1,2024-09-24 22:30:22
"Driver maxim semakin hari semakin suka² khususnya driver mobil🤔 Bukan hanya kasar tapi juga suka menaikkan harga dalam sekejab bukan hanya ribuan tapi sampe ratusan ""Khususnya Driver atas nama Roland M Sau dengan Daihatsu Sigra wrna putih, nopol DH1276DK "" Dia naikkan harga bukan main yg harga awalnya RP 60.500 jadi Rp 189.000 padahal kami hanya dua orang dan hnya ad 1 keyboard gereja yg dibawa, tapi dia ubah jadi cargo.. Tolong di notice orang ini supaya tidak memakan banyak korban 🤔",1,2024-09-24 21:50:37
"Driver maxim khususnya driver mobil suka menaikkan harga maxim tanpa persetujuan customer yg sbnrnya tidak ad perubahan rute tapi tiba2 harga mendadak naik bukan hanya ribuan tapi puluhan dan driver mobil suka marah2, ngomong kasar dan suka batalkan orderan sesuka mereka.. Tolong diberi perhatian khusus kepada driver mobil",1,2024-09-24 21:38:50
"Sekrg maxim ni byk sudah main minta cancel ajha pengemudinya jadi makin susah kalo mau cepat² , banyak alasan yg jauh lah, gk bisa jemput lah, bahkan ada yg dtg tapi ada juga org lain dalam mobil itu entah istri atau siapa makin pusing dan bikin mood gk baik, bukan sekali/dua kali tapi sering terjadi. Coba komenan ini di evaluasi ajha, malas mau kasih penilaian di aplikasi nya langsung kasian lihat muka dan org nya",2,2024-09-24 20:53:42
Kode verif doang susah amat,1,2024-09-24 20:44:14
Sistem Distributor maxim sangat tidak adil payah huh,1,2024-09-24 20:33:36
Jelek ma qb,1,2024-09-24 19:35:57
"kurang sopan drivernya saya arahkan jalan plng tp dia tdk Terima bilangnya terlalu jauh , padahal saya mengindari kemacetan tp driver tdk terima dia bilang terlalu jauh dan dan murah harga padahal sesuai aplikasi harganga",1,2024-09-24 19:09:37
"Mohon pihak developer untuk tidak menambahkan jarak tempuh di titik awal sampai di titik akhir tanpa ada penambahan otomatis ongkir di sistem (ongkir tidak sesuai jarak). Karena driver juga manusia bukan seperti robot 🙏 Dan di mohon jangan samakan prio dan non prio dengan potongan komisi yang tinggi 🙏 Pelanggan yang terhormat juga perlu mengetahui kalau potongan komisi maxim driver sangat tinggi, jadi kadang ke untungan driver separuhnya hanya untuk mengisi bensin 🙏",1,2024-09-24 18:57:44
"tolong tingkatkan lagi sistemnya,agar orang tidak bisa membuat orderan kecuali memberi izin agar bisa di hubungi nomornya, banyak yang tidak punya hati suka membuat driver menunggu dan ujung-ujungnya membatalkan orderan tanpa alasan yg jelas,semoga segera di perbaiki dan mendengar keluhan driver",1,2024-09-24 17:51:40
"Dulu pertama kali maxim bagus murah,tp ke 2 x make parah bgt. Udah tau penumpang hbs dr rs lahrn sc bawa bayi nahan perut sakit. Masih j jlnnya ugal""an di minta pelan tetep j jln nya makin kenceng. Dah gitu mobile kotor bau lagi. Kecewa pokoknya",1,2024-09-24 17:34:04
"Order ojek ga dapat dapat, padahal driver banyak",1,2024-09-24 17:21:50
1/5 karena jemput macim nya terlalu lama + org² yang nge driver ternyata mata uang lain kali di perbaiki,1,2024-09-24 16:40:49
kdang eror,2,2024-09-24 15:52:28
scam,1,2024-09-24 14:32:44
"Susah di pake , susah nentuin titik di tempat yang jauh .",1,2024-09-24 14:15:52
Akun gk bisa di masukin,1,2024-09-24 14:07:37
"Uninstall sebelum oknum Driver Maxim Pekan Baru disenggol kresek Krupuk ibuk-ibuk di putus mitra, tidak akan pakai Maxim lagi.",1,2024-09-24 13:40:00
terima kasij sudah amanah,2,2024-09-24 12:54:11
Sangat tidak memuaskan kan khusus nya di bagian login,1,2024-09-24 09:49:31
selalu lambat,1,2024-09-24 07:12:40
+untuk tarif nya lebih murah dibandingkan yg lain. app nya sulit membaca d saat titik penjemputan dan tujuan...klw d app sebelah tinggal d ketik aja lgsg muncul...trs history perjalanannya jg amburadul...all in pengalaman mnggunakan app ini bikin kesel,2,2024-09-24 03:13:38
"makin kesini ni apk makin gajelas,makin ribet",1,2024-09-24 02:17:20
"hari ini didepan Rs ananda, Kranji Bekasi motor Vega hitam ugal""an ditegur emosian, motor saya ditendang, dan ojol Maxim melarikan diri, tolong lebih teliti lagi mencari drivernya",1,2024-09-23 23:35:53
"Udah terlanjur isi wallet. Eh ga bisa di pake, pesen car minta cash, makanan juga. Trs saldonya kurang sendiri. Payah.",2,2024-09-23 22:50:14
jangan di download aplikasi penipu,1,2024-09-23 19:55:50
"Total harga di aplikasi 47.900 total yg harus di bayar ke driver 60.000, ga jelas najis",1,2024-09-23 19:35:45
apk jelek,1,2024-09-23 19:22:10
Aplikasi nya buruk masa baru download udah tbtb di pesen ajah terus bicara baik2 malah minta ganti rugi,1,2024-09-23 19:21:01
"Bner dikit napa ini kenapa aplikasi loding trus sinyal bagus, no hp aktif apa sih ngak jelas maxim",1,2024-09-23 18:41:46
Saya sangat benci sama driver mobil karena mereka selalu menambah uang walaupun saya mampir sebentar ke toko udah itu kembalian tidak pernah diberikan,1,2024-09-23 18:33:15
BM 1638 VF ini toh yg minta Ganti RUGI,1,2024-09-23 17:44:03
telat,1,2024-09-23 17:34:39
kode verifnya yg bnerrr,1,2024-09-23 16:22:04
Tidak bisa diinstal dg alasan yg tidak masuk akal,1,2024-09-23 16:11:19
Bosok,1,2024-09-23 16:06:39
"Ini kenapa setelah update, Udah pesan driver aplikasi tidak bisa lagi yaa? Sedangkan udah dapat driver, Chat driver masuk tapi aplikasi tidak bisa dibuka",2,2024-09-23 15:59:38
"Saya pake aplikasi ini, drivernya agak"" malah ngajak debat agama😓",2,2024-09-23 15:58:37
"tiba"" error gaje",2,2024-09-23 15:54:01
"kadang eror sendiri, mohon diperbaiki ya, soalnya sangat menyusahkan saya banget jika maxim tiba tiba eror sendiri pas saya lagi gk dijemput",1,2024-09-23 15:47:41
gaje nih Maxim.. minta kode verifikasi GK dpt2!,1,2024-09-23 15:47:30
Bagus si tapi kok tiba tiba di suru ngisi nomor ulang lah data ulang padahal udh bener tapi tetap ga bisa,2,2024-09-23 15:47:17
"Daftar nya ribet, lambat pengiriman otp login",1,2024-09-23 15:39:06
Ga bisa login dan mesen,1,2024-09-23 15:37:58
ini kenapa bermasalah yaa?saya mau pesan maximnya tidak bisa,1,2024-09-23 15:35:46
"Tiba-tiba log out sendiri dan tidak bisa digunakan lagi aplikasinya, tolong perbaiki",2,2024-09-23 15:32:41
Ganguan,1,2024-09-23 15:29:25
"Maaf ya maxim. Tapi layanan kaspro / non tunai maxim sangat buruk, setelah top up dana tidak langsung masuk. Jarus nunggu beberapa jam bahkan 1 x 24 jam agar dana masuk ke ewalletnya. Tolong yaa tingkatkan layananya kalau memang mau pakai ewallet. Jangan setengah2 begini. Tolong jadi fokus pihak maxim untuk meningkatkan layanan ini terutama pembayaran non tunainya.",1,2024-09-23 15:27:21
akun saya kok tiba tiba log out ya :),2,2024-09-23 15:22:57
Apk tolol mau login kirim otp aja lama taik,1,2024-09-23 15:20:59
saat login tidak bisa,1,2024-09-23 15:20:32
"driver di aplikasi ini sangat buruk!sumpah jelek banget guys, mending jangan pakai maxim,download gojek aja kalo kataku",1,2024-09-23 13:58:26
"Maxim duri kok begini amat ya,baru jam 1 siang,mau order makanan aja susah,gak ada yang terima orderan,aduhh",1,2024-09-23 13:57:25
Dibawah 10rb gak ada yg mau ambil orderan,2,2024-09-23 13:32:29
Sampah banget aplikasi cara lakukan apa pun bingung banget bakan pesan makan coba di gagal ga bisa bingung amat jangan pake maxim pake grab aj,1,2024-09-23 13:22:59
"Gimana sih, mau minta otorisasi ngga bisa!!! Pesan ngga ada dikirim, udah pilih telpon juga ngga ada bilang apa apa langsung dimatiin. Pas dicoba lagi bilang nomornya terlalu sering minta otorisasi jadi ngga bisa minta lagi. Padahal kan yang salah sistemnya itu. Tolong solusinya!!",2,2024-09-23 12:58:14
"ini kenapa yaa kok tiba"" keluar sendirii,, dan mau login kembalii malah nggk bisa,, nomor sudah benar dan sudah ganti"" nomor juga tetap gk bisa masuk,, kode nya gk ada masuk"" ,,, lewat panggilan pun juga sama aja gk msuk pdahal nomor sudab benar ,, sudah beberapa nomor saya cantumkan tetap gk msuk kodenya ,, TOLONG DIPERBAIKI YAA !!!!!!",1,2024-09-23 12:36:30
Halo.. saya dari medan. Kemarin tgl 22 sep 2024 saya pake maxim express.. barang saya tidak sampai tujuan. Tolong minta tanggung jawab nya. Saya uda lapor gk ada tanggapan. Tlong di respon ya🙏,1,2024-09-23 11:31:46
350ribu,1,2024-09-23 10:56:03
Sangat kecewa karna saya bayar pakai maxim wallet masih di minta uang chas dengan alasan diver tidak punya aplikasi maxim walet.. Diver bilang saldo saya tidak terpotong ternyata saldonya tetap terpotong.. Saya chat driver katanya mau di balikin sampai sekarang belum di balikin .. Saya harap dari pihak maxim ada etikat baik buat menindak lanjuti kasus ini,1,2024-09-23 10:31:11
"Kembalikan uang ibuk² 350k yang buat ganti rugi karena kresek isi krupuk nya cuma nyengol mobil taxol maxim, ngotak dikit lah akhlak drivernya aja gini gimana gak sepi customer",1,2024-09-23 10:17:17
Login aja susah bgt kode2 segala.,1,2024-09-23 08:56:52
"driver nya ga bener, admin admin juga ga respon. zzzz",1,2024-09-23 08:38:26
"Jelek banget ah.massa mereka pilih pilih order yg harganya tinggi klo saya kan harganya cuma 15k .15k juga kan dari apk nya sendiri masa sih dih skip aj sama pengemudinya.tolong ya ini apk maxim bikin lambat aja ke sekolah,klo gini terus males saya pake maxim.parah banget sih👎",1,2024-09-23 06:35:35
"Akun saya keluar sendiri, malah makin parah tdk bsa login lagi..",1,2024-09-22 23:21:10
bermasalah trus drivernya,1,2024-09-22 23:13:49
"Heran ama maxim ini,klo d aplikasi lain aku bisa cari titik lokasi,d maxim gk bisa,masa aku cari titik rumahku gk ada,tp d aplikasi lain ada,susah banget nyari titik lokasi d maxim ini jdi aku uninstall",2,2024-09-22 21:51:01
Wes cx Dee gubuk ko,2,2024-09-22 20:37:57
Driver tak ramah,1,2024-09-22 20:29:52
Tindak driver yang mnta uang ke ibu ibu,1,2024-09-22 20:16:04
"Drivernya angkuh semua. saya lagi di kejar waktu, wajar dong saya bilang buruan ya bg. Malah si driver bilang pake jet pribadi saja mas, saya ga bisa buru"". Kan aneh dan sampai nya driver ke tempat penjemputan itu lama nya minta ampun. Bisa sampe 10-20 menit gila ga tuh? Ga cuma satu driver ku jumpa gitu, banyak. Katanya alasannya apk nya bermasalah, ya gimna ini developer nya?",1,2024-09-22 18:02:59
Maxim ga Jelasss... Order food.. Respon nya Berjam Jam,2,2024-09-22 17:48:48
Aplikasi transportasi meresahkan,1,2024-09-22 17:31:40
"b1 pokoknya, asal order maxim car lokasi saya dimana ojol car nya dimana jauh banget lagi",1,2024-09-22 17:30:51
Anjir mau pesen pake kaspro lama banget isi nya keburu mati nih gw klo gini udah capek tiap HP beda harga pdahal tujuan sama anehh,1,2024-09-22 16:55:24
tolong semuanya ditambah lagi kekurangannya agar driver lebih gampang menjemputnya dan mengantarnya ...... contoh: 1. jika dapat orderan kenapa tidak bisa foto untuk lokasi penjemputan 2. jika sudah di pick-up kenapa nama lokasi tujuan tidak ada 3. kenapa permuk dikasih waktu 4. jangan selalu percaya jika ada komplain dari penumpang belom tentu benar,1,2024-09-22 16:29:23
Apaan coba mesan makan ga bisa di cancel,1,2024-09-22 15:35:00
Aduh gmana sih ini...msa aku mau pesan makanan Malah loading..gak jelas bet dah,1,2024-09-22 15:22:33
"Saya sebagai pengguna Maxim sangat menyayangkan atas kasus ibu"" yg diperas uangnya senilai 350 ribu oleh driver Nopol BM 1638 VF. Saya pengguna lama Maxim dan gak akan pakai jasa Maxim lagi kalau kasus ini belum diselesaikan terima kasih",1,2024-09-22 15:02:30
ALAH KESENGGOL KERUPUK MINTA 350K,1,2024-09-22 13:40:59
Tidak Ramah,1,2024-09-22 13:38:51
Drivernya t*lol,1,2024-09-22 13:22:28
kemarin ada driver mobil maxim yang minta ganti rugi 350rb karena kesenggol plastik berisi kerupuk. tolong diusut driver tsb,1,2024-09-22 12:06:23
Driver yg minta ganti rugi gara² mobilnya kesenggol kerupuk gimana tuh,1,2024-09-22 11:56:15
tolong ditindak mitra mu yang peras ibu-ibu 350 rb,1,2024-09-22 11:42:24
"PERBAIKI AKHLAK DRIVERNYA, MASA KENA SENGGOLAN KRUPUK, GANTI RUGINYA NGGAK MAIN""?",1,2024-09-22 11:13:23
Malem minggu disuruh download sama marketing maxim di daerah bandara .katanya dpt saldo 200k bs dipakai kirim/ goride. Giliran pesen ttp bayar tunai .abal2 ini aplikasinya,1,2024-09-22 10:56:14
Mending gojek atau grab,1,2024-09-22 10:44:13
"Saldo gk msk map gajelas, byk driver yg nambah harga sesuka hati ketika lapor respon cs nya gk memuaskan amburadul",1,2024-09-22 10:29:25
Balikin duit ibu nya woi,1,2024-09-22 09:40:10
Driver kurang ajar,1,2024-09-22 09:38:00
Driver minim etika,1,2024-09-22 09:26:59
Takutt euyyy,1,2024-09-22 09:25:39
"baliki duit ibu ibu yang dipalaki itu+putus mitra ke driver ynag malak, or bintang ini ga bakal berubah",1,2024-09-22 07:14:17
Setiap mau order pasti dapet driver yang jauh banget dari tempat mesen sampe 8 menit ada yang 7 menit.,1,2024-09-22 05:09:36
Pertanyaan dari para pengguna maxim yg jawab tuh BOT kaga memuas kn sebagai admin nya maxim gimana siii,2,2024-09-22 04:50:31
Blokir driver mobil yg nagih uang 350ribu gara2 di serempet kresek,1,2024-09-22 03:16:37
Itu oknum driver lu yg viral morotin karena orang 300rb karena mobil nya keserempet plastik krupuk doang di tindak dong,1,2024-09-22 02:32:33
"Setiap hari pakai Maxim, karna mertua pecinta Maxim garis keras, beliau selalu minta di oderin Maxim. Tapi kesel sama peta nya susah cari titik tujuan. Akan di edit ulasanya kalo aplikasinya udah ada perbaikan pada peta",2,2024-09-22 01:23:47
"TOLONG DRIVER YANG MEMERAS IBU2 350RIBU HANYA TERKENA PLASTIK BELANJA DI BERHENTIKAN KEMITRAANNYA, DAN SEMUA PENGGUNA MAXIM BERI RATING 1 UNTUK MAKSIM JIKA DIAM SAJA.",1,2024-09-22 01:19:28
Titik Lokasi sering salah,1,2024-09-22 01:15:45
Layanan Kurir nya Bad,1,2024-09-22 01:09:24
Masalah krupuk. 350k Nomor driver Maxim sudah terpampang jelas. Ga ada kejelasan kasusnya!! Sepikan maxim,1,2024-09-22 00:52:34
Pelayanan yg tidak memuaskan dan setiap ada masalah tidak pernah di tanggapi,1,2024-09-22 00:36:22
"Joss, cepat dan aman",1,2024-09-21 23:10:40
"BOIKOT MAXIM, tindakan driver yang sangat keterlaluan",1,2024-09-21 23:00:33
Tolong dong itu usut driver yg minta 350k ke orang bawa kerupuk gara2 mobilnya kena kerupuk,1,2024-09-21 22:39:57
"Tolong ya sebelum memasukkan driver atau anggota dilihat dulu tata kramanya, masa sama konsumen gapunya sopan santun sama sekali",1,2024-09-21 22:08:19
cek mitramu lgi,1,2024-09-21 21:20:19
gantiin uang ibu itu walaupun kecil tapi berharga buat ibunya,1,2024-09-21 21:13:30
Drivernya tukang palak,1,2024-09-21 20:56:11
"Hei maxim, driver mu gak ada yang bener. Gak pernah di kasih sangsi gak jera"" tuh driver. Driver maxim sering nurunin penumpang sblm tujuannya, sering marah"", genit bgt sama penumpang cewek, masih enak gojek sama grab. Byee",1,2024-09-21 20:53:43
Kerupuk lebih keras dari body mobil,1,2024-09-21 20:23:57
Ga jelas,1,2024-09-21 19:40:57
TOLONG YA DI TINDAK LANJUTI DRIVER MAXIM YG KESENGGOL IBU IBU. ATAU SELAMANYA SAYA TIDAK AKAN PAKAI MAXIM,1,2024-09-21 19:37:15
"Miris ndelok mitra driver mu sng lagi viral,, kesenggol plastik krupuk minta 350k🤣😁",1,2024-09-21 19:17:57
ga dapat dapat kode verifikasi,1,2024-09-21 19:13:29
Driver mobilnya gak ada yg genah.,1,2024-09-21 18:41:38
TOLONG DIBENERIN LAGI! BISA BISANYA SALDO KU BARU DIISI LANGSUNG KEBLOKIR!,1,2024-09-21 18:27:24
"Kualitas Aplikasi SANGAT BURUK!!! Sulit cari alamat,datanya kurang lengkap,harusnya sinkron sama google maps,ini masalah dari dulu ko gak berbenah.Pantesan drivernya pada ngeluh sepi,lah penumpang mau order aja dibikin susah.",1,2024-09-21 17:53:14
Tolong beri sanksi ke driver yang malak ke ibu-ibu,1,2024-09-21 17:42:22
Masa mobil ga kenapa2 minta 350rbu,1,2024-09-21 17:15:52
Usut driver minta ganti rugi 350rb ke ibu ibu,1,2024-09-21 17:11:15
dukung ibu2 pembawa kerupuk yang dipalak driver arogan,1,2024-09-21 16:51:55
"Driver nya ngeluh sama saya, Saya kasihan sama driver nya harganya terlalu murah untuk driver Mobilnya harga ratusan sekali dpat orderan cuman 10 ribuan",1,2024-09-21 16:40:31
Hali knapa chat sering gantung dan lama sekali masuk ? Trkadang jdi salah paham dengan driver...dtiver sudah di depan pintu..chat baru masuk...tlg diperbaiki,2,2024-09-21 16:25:07
"urusin dulu maxim car yg mobil nya kesentuh PLASTIK KERUPUK TAPI MINTA GANTI RUGI 350RB, ada gila2 nya, mobil penyok kga, minta ganti rugi ga ngotak",1,2024-09-21 16:20:57
"Kesini gara2 liat driver di tiktok viral malakin ibu2 350 ribu cuma gara2 kesenggol plastik krupuk. Emang bisa ya plastik krupuk bikin baret mobil. Driver sialan. Haram kau makan uang ibu itu. Ku sumpahin kau.. Udah pelayanan buruk, selalu minta nambah bayarannya, banyak yang suka maling juga driver nya.",1,2024-09-21 16:15:16
"Driver ngaku udah tiba di lokasi penjemputan, saya hubungi tp tidak merespon sampe 10 menit yaudah saya batalkan, tau2 Drivernya chat saya ngatain saya BABI. Kasus lagi di Pekanbaru mobil maxim kena nyenggol plastik kerupuk trus driver minta ganti rugi sama ibu2 tukang krupuk 350 ribu wkwkwk, belum ada tindak lanjut nih",1,2024-09-21 16:13:59
