content,cleaned_text
"Heran ama maxim ini,klo d aplikasi lain aku bisa cari titik lokasi,d maxim gk bisa,masa aku cari titik rumahku gk ada,tp d aplikasi lain ada,susah banget nyari titik lokasi d maxim ini jdi aku uninstall",Heran ama maxim iniklo d aplikasi lain aku bisa cari titik lokasid maxim gk bisamasa aku cari titik rumahku gk adatp d aplikasi lain adasusah banget nyari titik lokasi d maxim ini jdi aku uninstall
Wes cx Dee gubuk ko,Wes cx Dee gubuk ko
Driver tak ramah,Driver tak ramah
Tindak driver yang mnta uang ke ibu ibu,Tindak driver yang mnta uang ke ibu ibu
"Drivernya angkuh semua. saya lagi di kejar waktu, wajar dong saya bilang buruan ya bg. Malah si driver bilang pake jet pribadi saja mas, saya ga bisa buru"". Kan aneh dan sampai nya driver ke tempat penjemputan itu lama nya minta ampun. Bisa sampe 10-20 menit gila ga tuh? Ga cuma satu driver ku jumpa gitu, banyak. Katanya alasannya apk nya bermasalah, ya gimna ini developer nya?",Drivernya angkuh semua saya lagi di kejar waktu wajar dong saya bilang buruan ya bg Malah si driver bilang pake jet pribadi saja mas saya ga bisa buru Kan aneh dan sampai nya driver ke tempat penjemputan itu lama nya minta ampun Bisa sampe menit gila ga tuh Ga cuma satu driver ku jumpa gitu banyak Katanya alasannya apk nya bermasalah ya gimna ini developer nya
Maxim ga Jelasss... Order food.. Respon nya Berjam Jam,Maxim ga Jelasss Order food Respon nya Berjam Jam
Aplikasi transportasi meresahkan,Aplikasi transportasi meresahkan
"b1 pokoknya, asal order maxim car lokasi saya dimana ojol car nya dimana jauh banget lagi",b pokoknya asal order maxim car lokasi saya dimana ojol car nya dimana jauh banget lagi
Anjir mau pesen pake kaspro lama banget isi nya keburu mati nih gw klo gini udah capek tiap HP beda harga pdahal tujuan sama anehh,Anjir mau pesen pake kaspro lama banget isi nya keburu mati nih gw klo gini udah capek tiap HP beda harga pdahal tujuan sama anehh
tolong semuanya ditambah lagi kekurangannya agar driver lebih gampang menjemputnya dan mengantarnya ...... contoh: 1. jika dapat orderan kenapa tidak bisa foto untuk lokasi penjemputan 2. jika sudah di pick-up kenapa nama lokasi tujuan tidak ada 3. kenapa permuk dikasih waktu 4. jangan selalu percaya jika ada komplain dari penumpang belom tentu benar,tolong semuanya ditambah lagi kekurangannya agar driver lebih gampang menjemputnya dan mengantarnya contoh jika dapat orderan kenapa tidak bisa foto untuk lokasi penjemputan jika sudah di pickup kenapa nama lokasi tujuan tidak ada kenapa permuk dikasih waktu jangan selalu percaya jika ada komplain dari penumpang belom tentu benar
Apaan coba mesan makan ga bisa di cancel,Apaan coba mesan makan ga bisa di cancel
Aduh gmana sih ini...msa aku mau pesan makanan Malah loading..gak jelas bet dah,Aduh gmana sih inimsa aku mau pesan makanan Malah loadinggak jelas bet dah
"Saya sebagai pengguna Maxim sangat menyayangkan atas kasus ibu"" yg diperas uangnya senilai 350 ribu oleh driver Nopol BM 1638 VF. Saya pengguna lama Maxim dan gak akan pakai jasa Maxim lagi kalau kasus ini belum diselesaikan terima kasih",Saya sebagai pengguna Maxim sangat menyayangkan atas kasus ibu yg diperas uangnya senilai ribu oleh driver Nopol BM VF Saya pengguna lama Maxim dan gak akan pakai jasa Maxim lagi kalau kasus ini belum diselesaikan terima kasih
ALAH KESENGGOL KERUPUK MINTA 350K,ALAH KESENGGOL KERUPUK MINTA K
Tidak Ramah,Tidak Ramah
Drivernya t*lol,Drivernya tlol
kemarin ada driver mobil maxim yang minta ganti rugi 350rb karena kesenggol plastik berisi kerupuk. tolong diusut driver tsb,kemarin ada driver mobil maxim yang minta ganti rugi rb karena kesenggol plastik berisi kerupuk tolong diusut driver tsb
Driver yg minta ganti rugi gara² mobilnya kesenggol kerupuk gimana tuh,Driver yg minta ganti rugi gara mobilnya kesenggol kerupuk gimana tuh
tolong ditindak mitra mu yang peras ibu-ibu 350 rb,tolong ditindak mitra mu yang peras ibuibu rb
"PERBAIKI AKHLAK DRIVERNYA, MASA KENA SENGGOLAN KRUPUK, GANTI RUGINYA NGGAK MAIN""?",PERBAIKI AKHLAK DRIVERNYA MASA KENA SENGGOLAN KRUPUK GANTI RUGINYA NGGAK MAIN
Malem minggu disuruh download sama marketing maxim di daerah bandara .katanya dpt saldo 200k bs dipakai kirim/ goride. Giliran pesen ttp bayar tunai .abal2 ini aplikasinya,Malem minggu disuruh download sama marketing maxim di daerah bandara katanya dpt saldo k bs dipakai kirim goride Giliran pesen ttp bayar tunai abal ini aplikasinya
Mending gojek atau grab,Mending gojek atau grab
"Saldo gk msk map gajelas, byk driver yg nambah harga sesuka hati ketika lapor respon cs nya gk memuaskan amburadul",Saldo gk msk map gajelas byk driver yg nambah harga sesuka hati ketika lapor respon cs nya gk memuaskan amburadul
Balikin duit ibu nya woi,Balikin duit ibu nya woi
Driver kurang ajar,Driver kurang ajar
Driver minim etika,Driver minim etika
Takutt euyyy,Takutt euyyy
"baliki duit ibu ibu yang dipalaki itu+putus mitra ke driver ynag malak, or bintang ini ga bakal berubah",baliki duit ibu ibu yang dipalaki ituputus mitra ke driver ynag malak or bintang ini ga bakal berubah
Setiap mau order pasti dapet driver yang jauh banget dari tempat mesen sampe 8 menit ada yang 7 menit.,Setiap mau order pasti dapet driver yang jauh banget dari tempat mesen sampe menit ada yang menit
Pertanyaan dari para pengguna maxim yg jawab tuh BOT kaga memuas kn sebagai admin nya maxim gimana siii,Pertanyaan dari para pengguna maxim yg jawab tuh BOT kaga memuas kn sebagai admin nya maxim gimana siii
Blokir driver mobil yg nagih uang 350ribu gara2 di serempet kresek,Blokir driver mobil yg nagih uang ribu gara di serempet kresek
Itu oknum driver lu yg viral morotin karena orang 300rb karena mobil nya keserempet plastik krupuk doang di tindak dong,Itu oknum driver lu yg viral morotin karena orang rb karena mobil nya keserempet plastik krupuk doang di tindak dong
"Setiap hari pakai Maxim, karna mertua pecinta Maxim garis keras, beliau selalu minta di oderin Maxim. Tapi kesel sama peta nya susah cari titik tujuan. Akan di edit ulasanya kalo aplikasinya udah ada perbaikan pada peta",Setiap hari pakai Maxim karna mertua pecinta Maxim garis keras beliau selalu minta di oderin Maxim Tapi kesel sama peta nya susah cari titik tujuan Akan di edit ulasanya kalo aplikasinya udah ada perbaikan pada peta
"TOLONG DRIVER YANG MEMERAS IBU2 350RIBU HANYA TERKENA PLASTIK BELANJA DI BERHENTIKAN KEMITRAANNYA, DAN SEMUA PENGGUNA MAXIM BERI RATING 1 UNTUK MAKSIM JIKA DIAM SAJA.",TOLONG DRIVER YANG MEMERAS IBU RIBU HANYA TERKENA PLASTIK BELANJA DI BERHENTIKAN KEMITRAANNYA DAN SEMUA PENGGUNA MAXIM BERI RATING UNTUK MAKSIM JIKA DIAM SAJA
Titik Lokasi sering salah,Titik Lokasi sering salah
Layanan Kurir nya Bad,Layanan Kurir nya Bad
Masalah krupuk. 350k Nomor driver Maxim sudah terpampang jelas. Ga ada kejelasan kasusnya!! Sepikan maxim,Masalah krupuk k Nomor driver Maxim sudah terpampang jelas Ga ada kejelasan kasusnya Sepikan maxim
Pelayanan yg tidak memuaskan dan setiap ada masalah tidak pernah di tanggapi,Pelayanan yg tidak memuaskan dan setiap ada masalah tidak pernah di tanggapi
"Joss, cepat dan aman",Joss cepat dan aman
"BOIKOT MAXIM, tindakan driver yang sangat keterlaluan",BOIKOT MAXIM tindakan driver yang sangat keterlaluan
Tolong dong itu usut driver yg minta 350k ke orang bawa kerupuk gara2 mobilnya kena kerupuk,Tolong dong itu usut driver yg minta k ke orang bawa kerupuk gara mobilnya kena kerupuk
"Tolong ya sebelum memasukkan driver atau anggota dilihat dulu tata kramanya, masa sama konsumen gapunya sopan santun sama sekali",Tolong ya sebelum memasukkan driver atau anggota dilihat dulu tata kramanya masa sama konsumen gapunya sopan santun sama sekali
cek mitramu lgi,cek mitramu lgi
gantiin uang ibu itu walaupun kecil tapi berharga buat ibunya,gantiin uang ibu itu walaupun kecil tapi berharga buat ibunya
Drivernya tukang palak,Drivernya tukang palak
"Hei maxim, driver mu gak ada yang bener. Gak pernah di kasih sangsi gak jera"" tuh driver. Driver maxim sering nurunin penumpang sblm tujuannya, sering marah"", genit bgt sama penumpang cewek, masih enak gojek sama grab. Byee",Hei maxim driver mu gak ada yang bener Gak pernah di kasih sangsi gak jera tuh driver Driver maxim sering nurunin penumpang sblm tujuannya sering marah genit bgt sama penumpang cewek masih enak gojek sama grab Byee
Kerupuk lebih keras dari body mobil,Kerupuk lebih keras dari body mobil
Ga jelas,Ga jelas
TOLONG YA DI TINDAK LANJUTI DRIVER MAXIM YG KESENGGOL IBU IBU. ATAU SELAMANYA SAYA TIDAK AKAN PAKAI MAXIM,TOLONG YA DI TINDAK LANJUTI DRIVER MAXIM YG KESENGGOL IBU IBU ATAU SELAMANYA SAYA TIDAK AKAN PAKAI MAXIM
"Miris ndelok mitra driver mu sng lagi viral,, kesenggol plastik krupuk minta 350k🤣😁",Miris ndelok mitra driver mu sng lagi viral kesenggol plastik krupuk minta k
ga dapat dapat kode verifikasi,ga dapat dapat kode verifikasi
Driver mobilnya gak ada yg genah.,Driver mobilnya gak ada yg genah
TOLONG DIBENERIN LAGI! BISA BISANYA SALDO KU BARU DIISI LANGSUNG KEBLOKIR!,TOLONG DIBENERIN LAGI BISA BISANYA SALDO KU BARU DIISI LANGSUNG KEBLOKIR
"Kualitas Aplikasi SANGAT BURUK!!! Sulit cari alamat,datanya kurang lengkap,harusnya sinkron sama google maps,ini masalah dari dulu ko gak berbenah.Pantesan drivernya pada ngeluh sepi,lah penumpang mau order aja dibikin susah.",Kualitas Aplikasi SANGAT BURUK Sulit cari alamatdatanya kurang lengkapharusnya sinkron sama google mapsini masalah dari dulu ko gak berbenahPantesan drivernya pada ngeluh sepilah penumpang mau order aja dibikin susah
Tolong beri sanksi ke driver yang malak ke ibu-ibu,Tolong beri sanksi ke driver yang malak ke ibuibu
Masa mobil ga kenapa2 minta 350rbu,Masa mobil ga kenapa minta rbu
Usut driver minta ganti rugi 350rb ke ibu ibu,Usut driver minta ganti rugi rb ke ibu ibu
dukung ibu2 pembawa kerupuk yang dipalak driver arogan,dukung ibu pembawa kerupuk yang dipalak driver arogan
"Driver nya ngeluh sama saya, Saya kasihan sama driver nya harganya terlalu murah untuk driver Mobilnya harga ratusan sekali dpat orderan cuman 10 ribuan",Driver nya ngeluh sama saya Saya kasihan sama driver nya harganya terlalu murah untuk driver Mobilnya harga ratusan sekali dpat orderan cuman ribuan
Hali knapa chat sering gantung dan lama sekali masuk ? Trkadang jdi salah paham dengan driver...dtiver sudah di depan pintu..chat baru masuk...tlg diperbaiki,Hali knapa chat sering gantung dan lama sekali masuk Trkadang jdi salah paham dengan driverdtiver sudah di depan pintuchat baru masuktlg diperbaiki
"urusin dulu maxim car yg mobil nya kesentuh PLASTIK KERUPUK TAPI MINTA GANTI RUGI 350RB, ada gila2 nya, mobil penyok kga, minta ganti rugi ga ngotak",urusin dulu maxim car yg mobil nya kesentuh PLASTIK KERUPUK TAPI MINTA GANTI RUGI RB ada gila nya mobil penyok kga minta ganti rugi ga ngotak
"Kesini gara2 liat driver di tiktok viral malakin ibu2 350 ribu cuma gara2 kesenggol plastik krupuk. Emang bisa ya plastik krupuk bikin baret mobil. Driver sialan. Haram kau makan uang ibu itu. Ku sumpahin kau.. Udah pelayanan buruk, selalu minta nambah bayarannya, banyak yang suka maling juga driver nya.",Kesini gara liat driver di tiktok viral malakin ibu ribu cuma gara kesenggol plastik krupuk Emang bisa ya plastik krupuk bikin baret mobil Driver sialan Haram kau makan uang ibu itu Ku sumpahin kau Udah pelayanan buruk selalu minta nambah bayarannya banyak yang suka maling juga driver nya
"Driver ngaku udah tiba di lokasi penjemputan, saya hubungi tp tidak merespon sampe 10 menit yaudah saya batalkan, tau2 Drivernya chat saya ngatain saya BABI. Kasus lagi di Pekanbaru mobil maxim kena nyenggol plastik kerupuk trus driver minta ganti rugi sama ibu2 tukang krupuk 350 ribu wkwkwk, belum ada tindak lanjut nih",Driver ngaku udah tiba di lokasi penjemputan saya hubungi tp tidak merespon sampe menit yaudah saya batalkan tau Drivernya chat saya ngatain saya BABI Kasus lagi di Pekanbaru mobil maxim kena nyenggol plastik kerupuk trus driver minta ganti rugi sama ibu tukang krupuk ribu wkwkwk belum ada tindak lanjut nih
Balikin 350 ribu ibunya,Balikin ribu ibunya
aplikasi k**t*l,aplikasi ktl
"Driver loh noh nyenggol pemotor bawa krupuk malah minta ganti rugi 350rb,",Driver loh noh nyenggol pemotor bawa krupuk malah minta ganti rugi rb
Driver ngga ad attitude,Driver ngga ad attitude
"susah sekali pake aplikasi ini bikin stress non tunai gaada, cancel order tidak bisa",susah sekali pake aplikasi ini bikin stress non tunai gaada cancel order tidak bisa
Usut tunta kasus driver yang minta ganti rugi 350rb cuman gara gara kesenggol kresek krupuk.,Usut tunta kasus driver yang minta ganti rugi rb cuman gara gara kesenggol kresek krupuk
kosong,kosong
"Trauma pake aplikasi ini, karena dapet oknum driver yg tempramen dan maksa kasih rating bagus😡🤬",Trauma pake aplikasi ini karena dapet oknum driver yg tempramen dan maksa kasih rating bagus
ini kenapa mau log in kode otp gak masuk - masuk udah berapa hari dicoba,ini kenapa mau log in kode otp gak masuk masuk udah berapa hari dicoba
"Aplikasi jelek! Supirnya ga da itikad baiknya!!! Masa cuman karena hal sepele loh, ibuk2 itu disuruh ganti rugi 350. Stop pakai apk ini. Lebih menguntungkan pakai apk sebelah",Aplikasi jelek Supirnya ga da itikad baiknya Masa cuman karena hal sepele loh ibuk itu disuruh ganti rugi Stop pakai apk ini Lebih menguntungkan pakai apk sebelah
"Aplikasi sampah, ga ngotak, driver nya ketus2, mengendara sambil main HP",Aplikasi sampah ga ngotak driver nya ketus mengendara sambil main HP
Drivernya pemerasan ke ibu ibu,Drivernya pemerasan ke ibu ibu
"Up dulu kasus kerupuk, kalo profesional putus kontrak dan baned akunnya.",Up dulu kasus kerupuk kalo profesional putus kontrak dan baned akunnya
Driver 350rb tolong di urus dulu,Driver rb tolong di urus dulu
Driver banyak yg bermasalah. Dan pihak maxim pura-pura buta dan pura-pura tuli...,Driver banyak yg bermasalah Dan pihak maxim purapura buta dan purapura tuli
Balikin uang ibu2 yg dipalak sama driver lu 350k,Balikin uang ibu yg dipalak sama driver lu k
Harusnya aplikasi ini bekerja sama dengan gogle map Setiap mencari alamat pasti susah nya minta ampun,Harusnya aplikasi ini bekerja sama dengan gogle map Setiap mencari alamat pasti susah nya minta ampun
"Drivernya kasar, tolong dibina agar lebih sabar dan berprasangka baik ya.. Jangan sampai memaki konsumen dengan kata kata yang kurang pantas saya jadi ngeri mau order maksim lagi Driver : M Fery Aguswanto Plat : BE 3637 BE Makiannya pada konsumen : Dasar anak haram zolim loe ini sama gue ya gua sumpahin hidup lo gak berkah amin.. (Chatnya sudah di screenshot) Sedangkan rating driver ini 4.9",Drivernya kasar tolong dibina agar lebih sabar dan berprasangka baik ya Jangan sampai memaki konsumen dengan kata kata yang kurang pantas saya jadi ngeri mau order maksim lagi Driver M Fery Aguswanto Plat BE BE Makiannya pada konsumen Dasar anak haram zolim loe ini sama gue ya gua sumpahin hidup lo gak berkah amin Chatnya sudah di screenshot Sedangkan rating driver ini
"Banyak oknum driver terutama yang car tidak ramah kepada konsumen, bahkan terakhir kasus bungkusan kerupuk ibu"" terkena mobil maxim , driver maxim minta ganti 350rb , mobil nya tersenggol plastik kresek berisi kerupuk , sdh banyak yg melapor ke ig maxim tp blm d tanggapi",Banyak oknum driver terutama yang car tidak ramah kepada konsumen bahkan terakhir kasus bungkusan kerupuk ibu terkena mobil maxim driver maxim minta ganti rb mobil nya tersenggol plastik kresek berisi kerupuk sdh banyak yg melapor ke ig maxim tp blm d tanggapi
"Uninstall aja,",Uninstall aja
"Dulu aplikasi ini paling nyaman dan enak di gunakan, namun semenjak sekarang jadi berkurang karena banyak driver dari mobil sampai mobil yang kurang bertanggung jawab membuat aplikasi ini kurang nyaman lagi. Banyak driver maxim yang tidak di senggol tapi tiba-tiba minta ganti rugi dengan alasan mobilnya di senggol padahal kenyataannya tidak!",Dulu aplikasi ini paling nyaman dan enak di gunakan namun semenjak sekarang jadi berkurang karena banyak driver dari mobil sampai mobil yang kurang bertanggung jawab membuat aplikasi ini kurang nyaman lagi Banyak driver maxim yang tidak di senggol tapi tibatiba minta ganti rugi dengan alasan mobilnya di senggol padahal kenyataannya tidak
"driver nya bad attitude, apa-apan kena senggol plastik kerupuk minta ganti rugi lecet juga enggak penyok juga enggak, minta ganti rugi nya juga 350.000 ribu itu bukan duit yang sedikit",driver nya bad attitude apaapan kena senggol plastik kerupuk minta ganti rugi lecet juga enggak penyok juga enggak minta ganti rugi nya juga ribu itu bukan duit yang sedikit
