processed_text,translated_text,converted_text,vader_sentiment,compound
"['sekarang', 'menggunakanaxim', 'karna', 'kebanyaka', 'driver', 'mau', 'ambil', 'order', 'coba', 'beberapa', 'kali', 'tetap', 'terima']","['now', 'use Maxim', 'because', 'most', 'driver', 'want', 'take', 'order', 'try', 'some', 'times', 'still','accept']",now use Maxim because most driver want take order try some times stillaccept,positif,0.1477
"['aplikasi', 'sampah', 'ndk', 'mau', 'terima', 'order', 'pas', 'hujan', 'alas', 'nya', 'banyak', 'banget']","['application', 'trash', 'no', 'want', 'accept', 'order', 'when', 'rain', 'origin', '', 'many', 'really']",application trash no want accept order when rain origin  many really,positif,0.1779
"['aplikasi', 'buruk', 'garagara', 'begini', 'gabisa', 'batalin', 'pesan', 'makan', 'nyangkut', 'driver', 'mana', 'jakarta', 'drivernya', 'banjarmasin', 'akhir', 'ganti', 'saldo', 'biar', 'pesan', 'sana', 'selesai', 'aplikasi', 'paling', 'buruk', 'auto', 'uninstal']","['Applications', 'Bad', 'Garagara', 'like', 'Gabisa', 'Bally', 'Message', 'Message', 'Eat', 'Eat', 'Regarding', 'Driver', 'Driver', 'Where', 'Jakarta', ','The drivers', 'Banjarmasin', 'End', 'Change', 'Balance', 'Let', 'Message', 'Sana', 'Done', 'Application', 'Most', 'Bad', 'Bad', 'Auto', 'uninstal']",Applications Bad Garagara like Gabisa Bally Message Message Eat Eat Regarding Driver Driver Where Jakarta The drivers Banjarmasin End Change Balance Let Message Sana Done Application Most Bad Bad Auto uninstal,negatif,-0.8402
"['jangancoba', 'pesanpijit', 'disinigara', 'pesanpijat', 'disinisya', 'rawat', 'dirs']","['Don't try', 'Message Massage', 'Disargara', 'Massage Message', 'Disstaina', 'Care', 'at the Hospital']",Dont try Message Massage Disargara Massage Message Disstaina Care at the Hospital,positif,0.4939
"['aplikasi', 'busuk', 'jual', 'jaket', 'doang', 'bisa', 'aku', 'driver', 'prioritas', 'hilang', 'adakan', 'hilang', 'lg', 'afk', 'tolol', 'orang', 'kantor', 'ajing', 'semu', 'udah', 'susah', 'tambah', 'susah', 'lg', 'semuga', 'bangkrut', 'kalian']","['application', 'rotting', 'selling', 'jacket', 'doang', 'can', 'me', 'driver', 'priority', 'missing', 'holding', 'missing', ','LG ',' Afk ',' stupid ',' people ',' office ',' ajing ',' apparent ',' already ',' difficult ',' added ',' difficult ',' lg ',' Semenal ', 'bankrupt', 'you guys'",application rotting selling jacket doang can me driver priority missing holding missing LG  Afk  stupid  people  office  ajing  apparent  already  difficult  added  difficult  lg  Semenal  bankrupt you guys,negatif,-0.9371
"['driver', 'arogan', 'klo', 'sedang', 'tumpang']","['driver', 'arrogant', 'if', 'medium', 'overlapping']",driver arrogant if medium overlapping,negatif,-0.4939
"['aplikasi', 'maximnya', 'gak', 'login', 'kecewa', 'sama', 'maxim', 'sekarang', 'jadi', 'pindah', 'aplikasi', 'ijo']","['Applications', 'Maximnya', 'Gak', 'Login', 'Disappointed', 'Same', 'Maxim', 'Now', 'So', 'Move', 'Application', 'Ijo']",Applications Maximnya Gak Login Disappointed Same Maxim Now So Move Application Ijo,negatif,-0.4767
"['sekarang', 'driver', 'sombong', 'gamau', 'langsung', 'ambil', 'kecewa', 'padahal', 'belum', 'sekali', 'pesan', 'langsung', 'dapet', 'sekarang', 'jdi', 'susah', 'banget', 'isi', 'saldo', 'lambat', 'masuk']","['now', 'driver', 'arrogant', 'gamau', 'immediately', 'take', 'disappointed', 'even though', 'not', 'once', 'message', 'direct', ','Get ',' Now ',' Jdi ',' Difficult ',' Really ',' Fill ',' Balance ',' Slow ',' Entering ']",now driver arrogant gamau immediately take disappointed even though not once message direct Get  Now  Jdi  Difficult  Really  Fill  Balance  Slow  Entering ,negatif,-0.8316
"['kok', 'tiap', 'pesan', 'goput', 'lama', 'kali', 'drivernya', 'sukak', 'malas', 'kadang']","['how', 'every', 'message', 'goput', 'old', 'time', 'driver', 'sukak', 'lazy', 'sometimes']",how every message goput old time driver sukak lazy sometimes,negatif,-0.3612
"['sesal', 'download', 'maxim', 'sesal', 'top', 'up', 'saldo', 'maxim', 'rantau', 'sidoarjo', 'niat', 'kemanamana', 'pakai', 'maxim', 'akhir', 'top', 'up', 'saldo', 'maxim', 'tp', 'pesan', 'maxim', 'selalu', 'tolak', 'sama', 'drivernya', 'akhir', 'pesan', 'ojol', 'aplikasi', 'belah', 'tolak', 'sekarang', 'sesal', 'top', 'up', 'saldo', 'maxim', 'uang', 'endap', 'guna', 'tambah', 'fitur', 'saldo', 'maxim', 'transfer', 'atmewallet', 'sangat', 'butuh', 'uang']","['regret', 'download', 'maxim', 'regret', 'top', 'up', 'balance', 'maxim', 'overseas',' sidoarjo ',' intention ',' kemmanamana ','Use ',' Maxim ',' End ',' Top ',' Up ',' Up ',' Balance ',' Maxim ',' Maxim ',' TP ',' Message ',' Maxim ',' Maxim ',' Always', 'Always',' Always', 'Same', 'Same', 'the driver', 'end', 'message', 'ojol', 'application', 'split', 'reject', 'now', 'regret', 'top', 'up', 'balance', ','MAXIM ',' Money ',' Deposit ',' Use ',' Add ',' Features', 'Balance', 'Maxim', 'Transfer', 'Atmewallet', 'very', 'very', 'need', 'money', 'money', 'money']",regret download maxim regret top up balance maxim overseas sidoarjo  intention  kemmanamana Use  Maxim  End  Top  Up  Up  Balance  Maxim  Maxim  TP  Message  Maxim  Maxim  Always Always Always Same Same the driver end message ojol application split reject now regret top up balance MAXIM  Money  Deposit  Use  Add  Features Balance Maxim Transfer Atmewallet very very need money money money,negatif,-0.7717
"['hasil', 'isi', 'saldo', 'maxim', 'wallet', 'kaspro', 'masuk', 'akun', 'aplikasi', 'maxim', 'baik']","['results', 'content', 'balance', 'maxim', 'wallet', 'kaspro', 'enter', 'account', 'application', 'maxim', 'good']",results content balance maxim wallet kaspro enter account application maxim good,positif,0.4404
"['gilaa', 'baru', 'kali', 'mesen', 'maxim', 'ride', 'sesuai', 'sop', 'banget', 'drivernya', 'muter', 'maklum', 'sih', 'kalau', 'tau', 'jalan', 'cuman', 'turunin', 'tengah', 'jalan', 'kali', 'nyampee', 'tuju', 'jugaa', 'udah', 'diturunin', 'udah', 'minta', 'bayar', 'full', 'sesuai', 'aplikasi', 'udah', 'gw', 'ikhlas', 'sama', 'ongkos', 'cuman', 'segitunya', 'minimal', 'sesuai', 'sop', 'tanggung', 'jawab', 'gitu', 'sedih']","['crazy', 'new', 'times', 'mesen', 'Maxim', 'ride', 'appropriate', 'sop', 'really', 'driver', 'molter', 'understand', ','anyway ',' if ',' know ',' walk ',' just ',' down ',' middle ',' walk ',' time ',' nyampee ',' go to ',' also ',' already 'already', 'revealed', 'already', 'Ask', 'Pay', 'Full', 'Appropriate', 'Application', 'Already', 'I', 'Ikhlas', 'Same', 'Cost', ''Only ',' as much as', 'minimal', 'appropriate', 'sop', 'responsibility', 'answer', 'so', 'sad']",crazy new times mesen Maxim ride appropriate sop really driver molter understand anyway  if  know  walk  just  down  middle  walk  time  nyampee  go to  also  already already revealed already Ask Pay Full Appropriate Application Already I Ikhlas Same Cost Only  as much as minimal appropriate sop responsibility answer so sad,negatif,-0.7777
"['dong', 'gak', 'login', 'apk', 'maxim', 'karna', 'butuh', 'banget', 'utk', 'mobile', 'slnya', 'maxim', 'tarif', 'sangat', 'jangkau', 'banding', 'kompetitor']","['dong', 'no', 'login', 'apk', 'maxim', 'because', 'need', 'really', 'for', 'mobile', 'SL', 'Maxim', ','Rates', 'very', 'reach', 'appeal', 'competitor']",dong no login apk maxim because need really for mobile SL Maxim Rates very reach appeal competitor,negatif,-0.204
"['sangat', 'banyak', 'sekali', 'kekuranganya', 'sering', 'kali', 'temu', 'deriver', 'dengal', 'plat', 'nomor', 'beda', 'bahkan', 'pernah', 'order', 'driver', 'yg', 'sama', 'plat', 'nomor', 'wajah', 'beda', 'baik', 'sangat', 'rugi', 'langgan']","['very', 'many', 'once', 'shortcomings',' often ',' times', 'meeting', 'deriver', 'listen', 'plate', 'number', 'different', 'In fact ',' ever ',' order ',' driver ',' YG ',' Same ',' Plate ',' Number ',' Face ',' Different ',' Good ',' Very ',' Loss', 'Langgan']",very many once shortcomings often  times meeting deriver listen plate number different In fact  ever  order  driver  YG  Same  Plate  Number  Face  Different  Good  Very  Loss Langgan,positif,0.228
"['parah', 'driver', 'pilih', 'lama', 'aghh', 'lahh', 'gj', 'anjirr', 'daerah', 'muara', 'teweh']","['Severe', 'Driver', 'Choose', 'Lama', 'Aghh', 'Lahh', 'GJ', 'Anjirr', 'Region', 'Muara', 'Teweh']",Severe Driver Choose Lama Aghh Lahh GJ Anjirr Region Muara Teweh,positif,0.2808
"['driver', 'nya', 'kurang', 'bangett', 'perkara', 'mau', 'ganti', 'titik', 'tuju', 'driver', 'nya', 'chat', 'ku', 'tembk', 'kau', 'plis', 'shock', 'banget', 'ga', 'cancel', 'mau', 'ganti', 'titik', 'tuju', 'aja']","['Driver', 'His',' Less', 'Really', 'Case', 'Want', 'Change', 'Dot Titik', 'Terminated', 'Driver','nya ',' Chat ',', 'I ',' Tembk ',' You ',' Plis', 'Shock', 'Really', 'Ga', 'Cough', 'Want', 'Change', 'Dot', 'Touched', 'Just'.]",Driver His Less Really Case Want Change Dot Titik Terminated Drivernya  Chat  I  Tembk  You  Plis Shock Really Ga Cough Want Change Dot Touched Just.,negatif,-0.2431
"['luar', 'biasa', 'mantap']","['outside', 'normal', 'great']",outside normal great,positif,0.6249
"['serta', 'nomor', 'telpon', 'langgan', 'jangan', 'langgan', 'hubung', 'maxim', 'susah', 'kalau', 'pihak', 'driver', 'hubung', 'via', 'cht', 'soal', 'kadang', 'pihak', 'langgan', 'tidk', 'perhati', 'ada', 'driver', 'titik', 'mana', 'soal', 'peta', 'maxim', 'jelas', 'driver', 'langgan', 'serta', 'nomor', 'telpon', 'langgan', 'apk', 'belah', 'biar', 'baku', 'cari', 'mungkin', 'andal', 'kan', 'via', 'chat']","['as well as', 'number', 'telephone', 'Langsan', 'don't', 'Langgan', 'Connect', 'Maxim', 'Difficult', 'If', 'Party', 'Driver', ''Connect ',' Via ',' Cht ',' about ',' sometimes', 'Party', 'Langsan', 'Tidk', 'Pay attention', 'there', 'Driver', 'Driver', 'Titik', 'where', 'about', 'Map', 'Maxim', 'explained', 'Driver', 'Langgan', 'and', 'Number', 'Telephone', 'Langgan', 'APK', 'split', ','Let ',' raw ',' search ',' maybe ',' reliable ',' right ',' via ',' chat ']",as well as number telephone Langsan dont Langgan Connect Maxim Difficult If Party Driver Connect  Via  Cht  about  sometimes Party Langsan Tidk Pay attention there Driver Driver Titik where about Map Maxim explained Driver Langgan and Number Telephone Langgan APK split Let  raw  search  maybe  reliable  right  via  chat ,positif,0.6369
"['woi', 'aku', 'tipu', 'abang', 'maxim', 'nya', 'padahal', 'ongkir', 'nya', 'cuma', 'kecil', 'minta', 'kali', 'lipat', 'harga', 'ongkir', 'nya', 'fyi', 'sana', 'aku', 'gatau', 'harg', 'ongkirnya', 'karna', 'tmn', 'ku', 'yg', 'gosend', 'in', 'sumpah', 'aku', 'kesel', 'banget', 'walaupun', 'ga', 'berapa', 'tetap', 'aja', 'gue', 'gak', 'ikhlas', 'driver', 'yg', 'model', 'kek', 'gin', 'terima', 'dong', 'kalau', 'kerja', 'tu', 'jujur', 'anjay', 'makan', 'sana', 'uang', 'haram', 'gue', 'ga', 'ikhlas', 'sama', 'driver', 'ga', 'jujur', 'gin']","['woi', 'me', 'trickery', 'brother', 'maxim', 'it', 'even though', 'postage', '', 'just', 'small', 'ask', ','times', 'fold', 'price', 'postage', 'it', 'fyi', 'there', 'me', 'gatau', 'price', 'postage', 'because', 'tmn', 'I', 'YG', 'Gosend', 'In', 'I swear', 'I', 'Upset', 'Really', 'Although', 'Ga', 'how', 'still', '', 'Just ',' I ',' no ',' sincere ',' Driver ',' YG ',' Model ',' Kek ',' Gin ',' accept ',' Dong ',' If ',' Work ', 'tu', 'honest', 'Anjay', 'eat', 'there', 'money', 'haram', 'me', 'no', 'sincere', 'same', 'driver', ''No ',' Honest ',' Gin ']",woi me trickery brother maxim it even though postage  just small ask times fold price postage it fyi there me gatau price postage because tmn I YG Gosend In I swear I Upset Really Although Ga how still  Just  I  no  sincere  Driver  YG  Model  Kek  Gin  accept  Dong  If  Work  tu honest Anjay eat there money haram me no sincere same driver No  Honest  Gin ,positif,0.7096
"['food', 'pesan', 'selalu', 'kedai', 'tutup', 'order', 'd', 'cancel', 'karna', 'driver', 'tempat', 'jadi', 'ujung', 'mau', 'mau', 'd', 'cariin', 'makann', 'sama', 'driver', 'bener', 'kecewa', 'bukan', 'sekali', 'kali', 'sen', 'makan', 'selalu', 'begini']","['food', 'message', 'always', 'shop', 'closed', 'order', 'D', 'Cancel', 'Karna', 'Driver', 'Place', 'So', ','Ujung ',' Want ',' Want ',' D ',' Look for ',' Eat ',' Same ',' Driver ',' Really ',' Disappointed ',' Not ',' Once ',' Times', 'Sen', 'eat', 'always', 'like this']",food message always shop closed order D Cancel Karna Driver Place So Ujung  Want  Want  D  Look for  Eat  Same  Driver  Really  Disappointed  Not  Once  Times Sen eat always like this,negatif,-0.1868
"['aplikasi', 'kau', 'kekmana', 'nya', 'butuh', 'pas', 'hujan', 'gak', 'drivernya', 'kalau', 'gak', 'kerja', 'kau', 'tutup', 'aja', 'apk', 'kau', 'lebih', 'mending', 'pulak', 'gojek', 'hujan', 'mau', 'jemput']","['Application', 'You', 'Kekmana','nya ',' Need ',' Pas', 'Rain', 'No', 'Driver', 'If', 'No', 'Work', ''You ',' closed ',' just ',' apk ',' you ',' more ',' mending ',' pulak ',' gojek ',' rain ',' want ',' pick up ']",Application You Kekmananya  Need  Pas Rain No Driver If No Work You  closed  just  apk  you  more  mending  pulak  gojek  rain  want  pick up ,negatif,-0.4767
"['asli', 'yaa', 'maxsim', 'uang', 'ku', 'ditilep', 'rencana', 'pake', 'karna', 'mudah', 'mau', 'ambil', 'barang', 'malah', 'pake', 'ewallet', 'maxsim', 'kaspro', 'isi', 'uang', 'malah', 'potong', 'ribu', 'ga', 'masalah', 'sih', 'jumlah', 'gada', 'pemberitahuan', 'nya', 'kalo', 'bakal', 'potong']","['original', 'yaa', 'maxsim', 'money', 'ku', 'ditlep', 'plan', 'use', 'because', 'easy', 'want', 'take', ','Items', 'instead', 'use', 'Ewallet', 'Maxsim', 'Kaspro', 'Fill', 'Money', 'In fact', 'cut', 'thousand', 'no', 'problem', 'anyway', 'number', 'mace', 'notification', 'it', 'if', 'will', 'cut']",original yaa maxsim money ku ditlep plan use because easy want take Items instead use Ewallet Maxsim Kaspro Fill Money In fact cut thousand no problem anyway number mace notification it if will cut,negatif,-0.3182
"['bpjy', 'mobil', 'avanza', 'tanjung', 'pinang', 'driver', 'main', 'harga', 'sesuai', 'aplikasi']","['BPJY', 'Car', 'Avanza', 'Tanjung', 'Pinang', 'Driver', 'Driver', 'Play', 'Price', 'Appropriate', 'Application']",BPJY Car Avanza Tanjung Pinang Driver Driver Play Price Appropriate Application,positif,0.34
"['aplikasi', 'enggak', 'jelas', 'tipu', 'sosialisasi', 'sekolah', 'guru', 'murid', 'dapet', 'saldo', 'rb', 'gilir', 'mau', 'dipake', 'enggak', 'tiba', 'pake', 'tunai', 'dibatalin', 'kali', 'gakbisa', 'sampe', 'uninstal', 'applikasinya', 'bukan', 'doang', 'guru', 'murid', 'gak', 'dipake', 'saldo']","['application', 'no', 'explained', 'trickery', 'socialization', 'school', 'teacher', 'student', 'get', 'balance', 'rb', 'Turned', ','Want ',' use ',' no ',' arrive ',' use ',' cash ',' canceled ',' times', 'can't', 'until', 'uninstall', 'applications',' not ', 'only', 'teacher', 'student', 'no', 'use', 'balance']",application no explained trickery socialization school teacher student get balance rb Turned Want  use  no  arrive  use  cash  canceled  times cant until uninstall applications not  only teacher student no use balance,negatif,-0.7506
"['lebih', 'jeli', 'pihak', 'maxsim', 'sortir', 'drivernya', 'banyak', 'mengunakan', 'jasa', 'suntik', 'reting', 'megakipatkan', 'tidak', 'sesuai', 'skil', 'drive', 'kualitas', 'jadi', 'turun']","['more', 'jelly', 'party', 'maxim', 'sort', 'drivers', 'many', 'use', 'services', 'injection', 'injection', 'reting', 'climbing', ','No ',' appropriate ',' skill ',' drive ',' quality ',' so ',' down ']",more jelly party maxim sort drivers many use services injection injection reting climbing No  appropriate  skill  drive  quality  so  down ,positif,0.197
['top'],['Top'],Top,positif,0.2023
"['hoax', 'bilang', 'nya', 'dapet', 'duit', 'nyata', 'cuma', 'potong', 'k', 'doang']","['hoax', 'say', 'it', 'get', 'money', 'real', 'just', 'cut', 'k', 'doang']",hoax say it get money real just cut k doang,negatif,-0.4939
"['aplikasi', 'paksa', 'suruh', 'download', 'padahal', 'simpan', 'udh', 'penuh', 'mana', 'maksa']","['application', 'forced', 'told', 'download', 'even though', 'save', 'udh', 'full', 'where', 'forgiving']",application forced told download even though save udh full where forgiving,positif,0.4767
"['dong', 'baik', 'mapsnya', 'ga', 'bener', 'udh', 'jelas', 'ngasih', 'info', 'jelas', 'serta', 'rtrw', 'malah', 'yg', 'keluar', 'jalur', 'depok', 'tanggerang', 'pdhl', 'jaksel', 'ngeselin']","['dong', 'good', 'maps', 'no', 'right', 'udh', 'clear', 'giving', 'info', 'explained', 'and', 'RTRW', ','In fact ',' YG ',' out ',' Path ',' Depok ',' Tanggerang ',' PDHL ',' South Jakarta ',' Ngeselin ']",dong good maps no right udh clear giving info explained and RTRW In fact  YG  out  Path  Depok  Tanggerang  PDHL  South Jakarta  Ngeselin ,positif,0.6908
"['ajar', 'driver', 'profesional', 'tanggap', 'banyak', 'driver', 'mitra', 'bahaya', 'diri', 'sendiri', 'orang', 'kendara', 'hafal', 'denah', 'biar', 'lihat', 'main', 'ho', 'cari', 'alamat']","['teach', 'driver', 'professional', 'responsive', 'many', 'drivers', 'partners', 'danger', 'self', 'yourself', 'people', 'Kendara', ','Memorize ',' Plan ',' Let ',' see ',' Play ',' Ho ',' Search ',' Address']",teach driver professional responsive many drivers partners danger self yourself people Kendara Memorize  Plan  Let  see  Play  Ho  Search  Address,positif,0.128
"['aplikasi', 'scam', 'najis']","['application', 'scam', 'unclean']",application scam unclean,negatif,-0.5719
"['lama', 'order', 'terima', 'mau', 'rejeki']","['long', 'order', 'accept', 'want', 'fortune']",long order accept want fortune,positif,0.4404
"['no', 'tlp', 'call', 'center', 'adu', 'buah', 'toko', 'punya', 'no', 'tlp', 'usaha', 'maxim', 'kok', 'gk', 'punya', 'no', 'tlp', 'call', 'center', 'jam', 'y']","['no', 'tlp', 'call', 'center', 'fight', 'fruit', 'shop', 'have', 'no', 'tlp', 'business', 'maxim', ','How ',' GK ',' Have ',' No ',' Tlp ',' Call ',' Center ',' Clock ',' Y ']",no tlp call center fight fruit shop have no tlp business maxim How  GK  Have  No  Tlp  Call  Center  Clock  Y ,negatif,-0.802
"['jauh', 'apk', 'transportasi', 'paling', 'susah', 'driver', 'konsumen', 'kali', 'kalo', 'siap', 'launching', 'semua', 'fitur', 'mending', 'hitung', 'kalo', 'gin', 'kasihan', 'pihak', 'driver', 'konsumen', 'karna', 'gagal', 'pesan', 'ganti', 'pesan', 'konsumen', 'driver', 'tuju', 'cancel', 'order', 'bintang', 'lebih', 'cukup']","['far', 'apk', 'transportation', 'most', 'difficult', 'driver', 'consumers', 'times', 'if', 'ready', 'launching', 'all', ''Features', 'mending', 'count', 'if', 'gin', 'sorry', 'party', 'driver', 'consumer', 'because', 'failed', 'message', 'Change', 'Message', 'Consumers', 'Driver', 'Terju', 'Cancel', 'Order', 'Star', 'More', 'Enough']",far apk transportation most difficult driver consumers times if ready launching all Features mending count if gin sorry party driver consumer because failed message Change Message Consumers Driver Terju Cancel Order Star More Enough,negatif,-0.4927
"['susah', 'kali', 'daftar', 'kode', 'otp', 'kirim', 'coba', 'beberapa', 'kali', 'sama', 'otp', 'kirim']","['difficult', 'times', 'list', 'code', 'OTP', 'send', 'try', 'some', 'times', 'same', 'OTP', 'Send']",difficult times list code OTP send try some times same OTP Send,negatif,-0.3612
"['sen', 'car', 'sini', 'cancel', 'trs', 'padahal', 'butuh', 'bgt', 'mau', 'buat', 'rs', 'karna', 'ibu', 'udh', 'ga', 'sadar', 'udh', 'bbrp', 'kali', 'kecewa']","['Sen', 'Cal', 'Here', 'Cancel', 'Continue', 'Even though', 'Need', 'Bgt', 'Want', 'Create', 'Rs', 'Karna', ',', ','Mother ',' Udh ',' Ga ',' Conscious', 'Udh', 'Bbrp', 'Kali', 'Disappointed']",Sen Cal Here Cancel Continue Even though Need Bgt Want Create Rs Karna  Mother  Udh  Ga  Conscious Udh Bbrp Kali Disappointed,negatif,-0.4019
