content,tokenized_text,processed_text,translated_text,vader_sentiment
"Saya sampai bandara Kualanamu ke booth maxim, tgl 4 Agustus 2024 jam 21:00 dicek harga, dibantu pesankan sama pegawai. Trus datang driver. Ternyata itu taxi bandara ilegal kerjasama dengan karyawan maxim.Baru kali ini saya kecewa dengan maxim. Saya bukan hanya permasalahin 180 ribu saya yang jadi tidak bisa klaim ke kantor karena tidak ada history transaksi di aplikasi tapi bagaimana jika saya kenapa kenapa dijalan. Ini terakhir kali saya pakai maxim. Keluhan saya jg tdk direspon di app maxim","['saya', 'sampai', 'bandara', 'kualanamu', 'ke', 'booth', 'maxim', 'tgl', 'agustus', 'jam', 'dicek', 'harga', 'dibantu', 'pesankan', 'sama', 'pegawai', 'trus', 'datang', 'driver', 'ternyata', 'itu', 'taxi', 'bandara', 'ilegal', 'kerjasama', 'dengan', 'karyawan', 'maximbaru', 'kali', 'ini', 'saya', 'kecewa', 'dengan', 'maxim', 'saya', 'bukan', 'hanya', 'permasalahin', 'ribu', 'saya', 'yang', 'jadi', 'tidak', 'bisa', 'klaim', 'ke', 'kantor', 'karena', 'tidak', 'ada', 'history', 'transaksi', 'di', 'aplikasi', 'tapi', 'bagaimana', 'jika', 'saya', 'kenapa', 'kenapa', 'dijalan', 'ini', 'terakhir', 'kali', 'saya', 'pakai', 'maxim', 'keluhan', 'saya', 'jg', 'tdk', 'direspon', 'di', 'app', 'maxim']","['bandara', 'kualanamu', 'booth', 'maxim', 'tgl', 'agustus', 'jam', 'cek', 'harga', 'bantu', 'pesan', 'sama', 'pegawai', 'trus', 'datang', 'driver', 'nyata', 'taxi', 'bandara', 'ilegal', 'kerjasama', 'karyawan', 'maximbaru', 'kali', 'kecewa', 'maxim', 'bukan', 'permasalahin', 'ribu', 'jadi', 'klaim', 'kantor', 'history', 'transaksi', 'aplikasi', 'bagaimana', 'jalan', 'akhir', 'kali', 'pakai', 'maxim', 'keluh', 'jg', 'tdk', 'direspon', 'app', 'maxim']","['airport', 'kualanamu', 'booth', 'maxim', 'date', 'August', 'clock', 'check', 'price', 'help', 'help', 'same', ','Employees', 'then', 'come', 'driver', 'real', 'taxi', 'airport', 'illegal', 'cooperation', 'employee', 'maximbaru', 'times',' disappointed ', 'Maxim', 'not', 'Problems', 'Thousand', 'So', 'Claim', 'Office', 'History', 'Transaction', 'Application', 'Application', 'How', 'Way', ','End of ',' Time ',' Use ',' Maxim ',' Complaints', 'Jg', 'No', 'Responded', 'App', 'Maxim']",negatif
tiba tiba maxim walet terblokir ada apani mana baru isi saldo,"['tiba', 'tiba', 'maxim', 'walet', 'terblokir', 'ada', 'apani', 'mana', 'baru', 'isi', 'saldo']","['tiba', 'tiba', 'maxim', 'walet', 'blokir', 'apani', 'mana', 'baru', 'isi', 'saldo']","['arrived', 'arriving', 'Maxim', 'swallow', 'blocked', 'apani', 'where', 'new', 'fill', 'balance']",
baguspun jalan,"['baguspun', 'jalan']","['bagus', 'jalan']","['good', 'walk']",
Benerin lagi ini aplikasi banyak banget blgnya!!! Gua salin nomer malah beda yg kesalin nomernya!,"['benerin', 'lagi', 'ini', 'aplikasi', 'banyak', 'banget', 'blgnya', 'gua', 'salin', 'nomer', 'malah', 'beda', 'yg', 'kesalin', 'nomernya']","['benerin', 'aplikasi', 'banyak', 'banget', 'blgnya', 'gua', 'salin', 'nomer', 'malah', 'beda', 'yg', 'salin', 'nomernya']","['correct', 'application', 'many', 'really', 'the blg', 'cave', 'copy', 'number', 'instead', 'different', 'Yang', 'copy', ','the number ']",positif
"Mohon bantuan, saya kirim paket, tetapi data perjalanan maxim hilang dari aplikasi dan barang belum sampai. Barang tersebut nilainya lumayan besar","['mohon', 'bantuan', 'saya', 'kirim', 'paket', 'tetapi', 'data', 'perjalanan', 'maxim', 'hilang', 'dari', 'aplikasi', 'dan', 'barang', 'belum', 'sampai', 'barang', 'tersebut', 'nilainya', 'lumayan', 'besar']","['mohon', 'bantu', 'kirim', 'paket', 'data', 'jalan', 'maxim', 'hilang', 'aplikasi', 'barang', 'barang', 'sebut', 'nilai', 'lumayan', 'besar']","['please', 'help', 'send', 'package', 'data', 'road', 'Maxim', 'miss', 'application', 'goods', 'goods', 'items', 'said', ','Value ',' not bad ',' big ']",positif
susah mencari pengemudi mobil yang menerima nominal harga yang sedikit terkadang menunggu hingga malam sampai pesanan di terima,"['susah', 'mencari', 'pengemudi', 'mobil', 'yang', 'menerima', 'nominal', 'harga', 'yang', 'sedikit', 'terkadang', 'menunggu', 'hingga', 'malam', 'sampai', 'pesanan', 'di', 'terima']","['susah', 'cari', 'kemudi', 'mobil', 'terima', 'nominal', 'harga', 'sedikit', 'terkadang', 'tunggu', 'hingga', 'malam', 'pesan', 'terima']","['difficult', 'looking for', 'steering', 'car', 'accept', 'nominal', 'price', 'a little', 'sometimes', 'wait', 'until', 'night', ''message ',' accept ']",positif
W s s.Doooo oooo,"['w', 's', 'sdoooo', 'oooo']","['w', 's', 'sdoooo', 'oooo']","['w', 'S', 'Sdoooo', 'Oooo']",
"malas,suka lambat","['malassuka', 'lambat']","['malassuka', 'lambat']","['malassuka', 'slow']",
"pada mandang ongkir anj, padahal driver disekitar banyak tapi gada yg konfirm satupun giliran saya naikan harga ongkir dari 17 ke 25 lgsg pada mau, kdg saya jg pernah dpt driver yg mnta ongkir tambahan,tlong ni ya klau nyari rezeki gausa pilih², klau ga niat kerja gausa kerja, tau nya mau uang gede, hrga ongkir kan sudah dri maxim nya bukan dri kitanya","['pada', 'mandang', 'ongkir', 'anj', 'padahal', 'driver', 'disekitar', 'banyak', 'tapi', 'gada', 'yg', 'konfirm', 'satupun', 'giliran', 'saya', 'naikan', 'harga', 'ongkir', 'dari', 'ke', 'lgsg', 'pada', 'mau', 'kdg', 'saya', 'jg', 'pernah', 'dpt', 'driver', 'yg', 'mnta', 'ongkir', 'tambahantlong', 'ni', 'ya', 'klau', 'nyari', 'rezeki', 'gausa', 'pilih', 'klau', 'ga', 'niat', 'kerja', 'gausa', 'kerja', 'tau', 'nya', 'mau', 'uang', 'gede', 'hrga', 'ongkir', 'kan', 'sudah', 'dri', 'maxim', 'nya', 'bukan', 'dri', 'kitanya']","['mandang', 'ongkir', 'anj', 'padahal', 'driver', 'sekitar', 'banyak', 'gada', 'yg', 'konfirm', 'satu', 'gilir', 'naik', 'harga', 'ongkir', 'lgsg', 'mau', 'kdg', 'jg', 'pernah', 'dpt', 'driver', 'yg', 'mnta', 'ongkir', 'tambahantlong', 'ni', 'klau', 'nyari', 'rezeki', 'gausa', 'pilih', 'klau', 'ga', 'niat', 'kerja', 'gausa', 'kerja', 'tau', 'nya', 'mau', 'uang', 'gede', 'hrga', 'ongkir', 'kan', 'dri', 'maxim', 'nya', 'bukan', 'dri', 'kita']","['mandang', 'postage', 'anj', 'even though', 'driver', 'around', 'many', 'Gada', 'Yang', 'Confirm', 'One', 'Turned', ','Rise ',' Price ',' Postage ',' LGSG ',' Want ',' Kdg ',' Jg ',' Never ',' DPT ',' Driver ',' YG ',' Mnta ',' Postage ', 'added Long', 'ni', 'klau', 'find', 'fortune', 'gausa', 'choose', 'klau', 'ga', 'intention', 'work', 'gausa', 'work ',' know ',' ',' want ',' money ',' big ',' hrga ',' postage ',' right ',' dri ',' maxim ',' ',' ',' not ', 'Dri', 'We']",positif
jalur terdekat digiring ke jalur terjauh... selalu begitu,"['jalur', 'terdekat', 'digiring', 'ke', 'jalur', 'terjauh', 'selalu', 'begitu']","['jalur', 'dekat', 'giring', 'jalur', 'jauh', 'selalu']","['path', 'close', 'giring', 'path', 'far', 'always']",
Aplikasi yg kalah saingan hahha,"['aplikasi', 'yg', 'kalah', 'saingan', 'hahha']","['aplikasi', 'yg', 'kalah', 'saing', 'hahha']","['Application', 'YG', 'Losing', 'Coming', 'Hahha']",
Aplikasi gembel saya mau login ga bisa bisa Akhirnya saya beralih ke gojek dan grab lagi sebagai penumpang,"['aplikasi', 'gembel', 'saya', 'mau', 'login', 'ga', 'bisa', 'bisa', 'akhirnya', 'saya', 'beralih', 'ke', 'gojek', 'dan', 'grab', 'lagi', 'sebagai', 'penumpang']","['aplikasi', 'gembel', 'mau', 'login', 'ga', 'akhir', 'alih', 'gojek', 'grab', 'tumpang']","['Application', 'Gembel', 'Want', 'Login', 'Ga', 'End', 'Travel', 'Gojek', 'Grab', 'Grab']",
"Cari alamat nya susah ga dpet"" meps nya ga lengkap.ga Kya aplikasi hijau kita cari alamat tujuan langsung nongol","['cari', 'alamat', 'nya', 'susah', 'ga', 'dpet', 'meps', 'nya', 'ga', 'lengkapga', 'kya', 'aplikasi', 'hijau', 'kita', 'cari', 'alamat', 'tujuan', 'langsung', 'nongol']","['cari', 'alamat', 'nya', 'susah', 'ga', 'dpet', 'meps', 'nya', 'ga', 'lengkapga', 'kya', 'aplikasi', 'hijau', 'cari', 'alamat', 'tuju', 'langsung', 'nongol']","['Search', 'address', 'it', 'difficult', 'no', 'DPET', 'MEPS', 'MEPS', 'GA', 'Complete', 'Kya', 'Application', ','Green ',' Search ',' address', 'go to', 'direct', 'appearing']",
"Saya kan berangkat kerja td barusan malam, terus abang ojeknya nyalip udh tau kanan,kiri ada truk tapi tetep nyalip, dan akhirnya saya ke gempet diantara truk itu, dan saya mengalami luka kaki dan tangan, saya sudah takut bgt makanya saya gk blg apa2, bisanya2 gk hati2 dalam mengemudi. Minta tanggung jawab juga ini bikin orang luka-luka dan bikin trauma kek gini","['saya', 'kan', 'berangkat', 'kerja', 'td', 'barusan', 'malam', 'terus', 'abang', 'ojeknya', 'nyalip', 'udh', 'tau', 'kanankiri', 'ada', 'truk', 'tapi', 'tetep', 'nyalip', 'dan', 'akhirnya', 'saya', 'ke', 'gempet', 'diantara', 'truk', 'itu', 'dan', 'saya', 'mengalami', 'luka', 'kaki', 'dan', 'tangan', 'saya', 'sudah', 'takut', 'bgt', 'makanya', 'saya', 'gk', 'blg', 'apa', 'bisanya', 'gk', 'hati', 'dalam', 'mengemudi', 'minta', 'tanggung', 'jawab', 'juga', 'ini', 'bikin', 'orang', 'lukaluka', 'dan', 'bikin', 'trauma', 'kek', 'gini']","['kan', 'berangkat', 'kerja', 'td', 'barusan', 'malam', 'terus', 'abang', 'ojek', 'nyalip', 'udh', 'tau', 'kanankiri', 'truk', 'tetep', 'nyalip', 'akhir', 'gempet', 'antara', 'truk', 'alami', 'luka', 'kaki', 'tangan', 'takut', 'bgt', 'makanya', 'gk', 'blg', 'apa', 'bisa', 'gk', 'hati', 'kemudi', 'minta', 'tanggung', 'jawab', 'bikin', 'orang', 'lukaluka', 'bikin', 'trauma', 'kek', 'gin']","['right', 'departed', 'work', 'td', 'just now', 'night', 'continue', 'brother', 'motorcycle taxi', 'overstating', 'udh', 'know', ','right ',' truck ',' still ',' overtaking ',' ending ',' Gempet ',' between ',' truck ',' natural ',' wound ',' feet ',' hand ',' fear ', 'Bgt', 'that's why', 'gk', 'blg', 'what', 'can', 'gk', 'heart', 'steering', 'ask', 'responsibility', 'answer', ','Make ',' people ',' Lukaluka ',' make ',' trauma ',' kek ',' gin ']",negatif
"1. Aplikasi Penyedot Keringat Driver 2. Penipuan atau orderan Fiktif Banyak , tapi di biarkan . 3. Hanya mau Untung sendiri, tapi orderan Fiktif di biarkan driver buntung , Maxim tetap untung . 4. 1 orang Pakai 4 Akun driver yg berbeda2 . Tp di biarkan , padahal ada apa2 di jalan ada namanya klaim YPSSI . 5. 1 driver pakai 4 Akun , keselamatan pelanggan kurang aman . Soalx yg jempu akun plat lain , yg datang plat lain 🤦🤦🤦","['aplikasi', 'penyedot', 'keringat', 'driver', 'penipuan', 'atau', 'orderan', 'fiktif', 'banyak', 'tapi', 'di', 'biarkan', 'hanya', 'mau', 'untung', 'sendiri', 'tapi', 'orderan', 'fiktif', 'di', 'biarkan', 'driver', 'buntung', 'maxim', 'tetap', 'untung', 'orang', 'pakai', 'akun', 'driver', 'yg', 'berbeda', 'tp', 'di', 'biarkan', 'padahal', 'ada', 'apa', 'di', 'jalan', 'ada', 'namanya', 'klaim', 'ypssi', 'driver', 'pakai', 'akun', 'keselamatan', 'pelanggan', 'kurang', 'aman', 'soalx', 'yg', 'jempu', 'akun', 'plat', 'lain', 'yg', 'datang', 'plat', 'lain']","['aplikasi', 'sedot', 'keringat', 'driver', 'tipu', 'order', 'fiktif', 'banyak', 'biar', 'mau', 'untung', 'sendiri', 'order', 'fiktif', 'biar', 'driver', 'buntung', 'maxim', 'tetap', 'untung', 'orang', 'pakai', 'akun', 'driver', 'yg', 'beda', 'tp', 'biar', 'padahal', 'apa', 'jalan', 'nama', 'klaim', 'ypssi', 'driver', 'pakai', 'akun', 'selamat', 'langgan', 'kurang', 'aman', 'soalx', 'yg', 'jempu', 'akun', 'plat', 'yg', 'datang', 'plat']","['applications', 'suction', 'sweat', 'driver', 'trickery', 'order', 'fictitious', 'many', 'let', 'want', 'profit', 'yourself', ','Order ',' fictitious', 'let', 'driver', 'stump', 'maxim', 'still', 'profit', 'people', 'use', 'account', 'driver', 'who', 'different', 'tp', 'let', 'even though', 'what', 'walk', 'name', 'claim', 'ypsi', 'driver', 'use', 'account', 'Congratulations', 'Langgan', 'Less',' Safe ',' Problemx ',' Yang ',' Jempu ',' Account ',' Plate ',' Yang ',' Come ',' Plate ']",positif
"LEBIH MURAH GRAB/GOJEK, DRIVER MAXIM SDM RENDAH SERING BERKATA KASAR DAN LEBIH BANYAK KASUS","['lebih', 'murah', 'grabgojek', 'driver', 'maxim', 'sdm', 'rendah', 'sering', 'berkata', 'kasar', 'dan', 'lebih', 'banyak', 'kasus']","['lebih', 'murah', 'grabgojek', 'driver', 'maxim', 'sdm', 'rendah', 'sering', 'kata', 'kasar', 'lebih', 'banyak', 'kasus']","['More', 'Cheap', 'Grabgojek', 'Driver', 'Maxim', 'HR', 'Low', 'Low', 'Often', 'said', 'Rough', 'more', 'Many', ','case']",
"Hahahahaha, gara² titik koordinat ga pas, gua sampe debat ama driver maxim nya, PERBAIKI SECEPATNYA ATAU YA UNINSTALL","['hahahahaha', 'gara', 'titik', 'koordinat', 'ga', 'pas', 'gua', 'sampe', 'debat', 'ama', 'driver', 'maxim', 'nya', 'perbaiki', 'secepatnya', 'atau', 'ya', 'uninstall']","['hahahahaha', 'gara', 'titik', 'koordinat', 'ga', 'pas', 'gua', 'sampe', 'debat', 'ama', 'driver', 'maxim', 'nya', 'baik', 'cepat', 'uninstall']","['hahahahaha', 'because', 'point', 'coordinates', 'ga', 'right', 'cave', 'sampe', 'debate', 'ama', 'driver', 'Maxim', ','',' good ',' fast ',' uninstall ']",positif
"Pagi ini, tepatnya jam 09.30. Salah satu OKNUM OJEK MAXIM telah menabrak mobil saya di Jl. Raya Kuta, tepatnya di depan SPBU samping KFC Kuta Gelael. Kerusakan cukup parah, dengan tidak adanya rasa bersalah OKNUM OJEK MAXIM tersebut melarikan diri dan tidak bertanggung jawab. Maksud komplin ini bertujuan, kiranya operator dapat mengidentifikasi OKNUM OJEK MAXIM tersebut melalu GPS. Terimakasih.","['pagi', 'ini', 'tepatnya', 'jam', 'salah', 'satu', 'oknum', 'ojek', 'maxim', 'telah', 'menabrak', 'mobil', 'saya', 'di', 'jl', 'raya', 'kuta', 'tepatnya', 'di', 'depan', 'spbu', 'samping', 'kfc', 'kuta', 'gelael', 'kerusakan', 'cukup', 'parah', 'dengan', 'tidak', 'adanya', 'rasa', 'bersalah', 'oknum', 'ojek', 'maxim', 'tersebut', 'melarikan', 'diri', 'dan', 'tidak', 'bertanggung', 'jawab', 'maksud', 'komplin', 'ini', 'bertujuan', 'kiranya', 'operator', 'dapat', 'mengidentifikasi', 'oknum', 'ojek', 'maxim', 'tersebut', 'melalu', 'gps', 'terimakasih']","['pagi', 'tepat', 'jam', 'salah', 'satu', 'oknum', 'ojek', 'maxim', 'tabrak', 'mobil', 'jl', 'raya', 'kuta', 'tepat', 'depan', 'spbu', 'samping', 'kfc', 'kuta', 'gelael', 'rusa', 'cukup', 'parah', 'ada', 'rasa', 'salah', 'oknum', 'ojek', 'maxim', 'sebut', 'lari', 'diri', 'tanggung', 'jawab', 'maksud', 'komplin', 'tuju', 'kira', 'operator', 'identifikasi', 'oknum', 'ojek', 'maxim', 'sebut', 'lalu', 'gps', 'terimakasih']","['morning', 'right', 'clock', 'wrong', 'one', 'person', 'motorcycle taxi', 'maxim', 'crash', 'car', 'Jl', 'Raya', ','Kuta ',' Right ',' Front ',' SPBU ',' Side ',' KFC ',' Kuta ',' Gelael ',' Deer ',' Deer ',' Enough ',' Severe ',' There ',' There ',' Taste ', 'wrong', 'person', 'motorcycle taxi', 'Maxim', 'said', 'run', 'self', 'responsibility', 'answer', 'intention', 'complex', 'aim', ''Kira ',' operator ',' identification ',' person ',' motorcycle taxi ',' Maxim ',' said ',' then ',' GPS ',' Thank you ']",
bingung,['bingung'],['bingung'],['Confused'],
"Aplikasi Cacat Ah, MAPS Banyak Yang Kaga Di Kenal, Udh Gitu Susah Banget Buat iSi Saldo Maximnya (Kaga Ada Tombol iSi Ulang, Kocak)","['aplikasi', 'cacat', 'ah', 'maps', 'banyak', 'yang', 'kaga', 'di', 'kenal', 'udh', 'gitu', 'susah', 'banget', 'buat', 'isi', 'saldo', 'maximnya', 'kaga', 'ada', 'tombol', 'isi', 'ulang', 'kocak']","['aplikasi', 'cacat', 'ah', 'maps', 'banyak', 'kaga', 'kenal', 'udh', 'gitu', 'susah', 'banget', 'buat', 'isi', 'saldo', 'maximnya', 'kaga', 'tombol', 'isi', 'ulang', 'kocak']","['application', 'defective', 'ah', 'maps', 'many', 'kaga', 'know', 'udh', 'so', 'hard', 'really', 'for', ','Fill ',' balance ',' maxim ',' kaga ',' button ',' fill in ',' repeat ',' hilarious']",
Yg mobil lemoddddd dapet pengemudinya,"['yg', 'mobil', 'lemoddddd', 'dapet', 'pengemudinya']","['yg', 'mobil', 'lemoddddd', 'dapet', 'mud']","['YG', 'Car', 'Lemodddd', 'Get', 'Mud']",
Kode masuk tidak di kirimkan,"['kode', 'masuk', 'tidak', 'di', 'kirimkan']","['kode', 'masuk', 'kirim']","['code', 'enter', 'send']",
Murah sih cuma kalo kita cari alamat tujuan suka gk keditek map tolong di perbaiki lg tuh,"['murah', 'sih', 'cuma', 'kalo', 'kita', 'cari', 'alamat', 'tujuan', 'suka', 'gk', 'keditek', 'map', 'tolong', 'di', 'perbaiki', 'lg', 'tuh']","['murah', 'sih', 'cuma', 'kalo', 'cari', 'alamat', 'tuju', 'suka', 'gk', 'keditek', 'map', 'baik', 'lg', 'tuh']","['cheap', 'anyway', 'just', 'if', 'search', 'address', 'go to', 'like', 'not', 'Keditek', 'Map', 'Good', ''LG ',' Tuh ']",
APLIKASI RIBET,"['aplikasi', 'ribet']","['aplikasi', 'ribet']","['application', 'complicated']",
bertanggung jawab,"['bertanggung', 'jawab']","['tanggung', 'jawab']",['responsibility'],
Driver sangat susah saat hujan gk ada yg nongol,"['driver', 'sangat', 'susah', 'saat', 'hujan', 'gk', 'ada', 'yg', 'nongol']","['driver', 'sangat', 'susah', 'hujan', 'gk', 'yg', 'nongol']","['Driver', 'Very', 'Difficult', 'Rain', 'Gk', 'Yang', 'Appeal']",
"lagi enak""nya diem nunggu mobil datang eh pas udah ada yang nyaut malah di suruh login,saya udah login tapi pas waktu minta verifikasi ga di kasih,mana saya baru pulang kerja otomatis pengen cepet""sampe rumah eh malah gini hadeuh hadeuhhh minimal jangan di suruh login lagi,saya jdi ga bisa pesen maxim,mau donwload aplikasi lain juga saya ga ada kuota #MAXIM BURUKKKKKKKK","['lagi', 'enaknya', 'diem', 'nunggu', 'mobil', 'datang', 'eh', 'pas', 'udah', 'ada', 'yang', 'nyaut', 'malah', 'di', 'suruh', 'loginsaya', 'udah', 'login', 'tapi', 'pas', 'waktu', 'minta', 'verifikasi', 'ga', 'di', 'kasihmana', 'saya', 'baru', 'pulang', 'kerja', 'otomatis', 'pengen', 'cepetsampe', 'rumah', 'eh', 'malah', 'gini', 'hadeuh', 'hadeuhhh', 'minimal', 'jangan', 'di', 'suruh', 'login', 'lagisaya', 'jdi', 'ga', 'bisa', 'pesen', 'maximmau', 'donwload', 'aplikasi', 'lain', 'juga', 'saya', 'ga', 'ada', 'kuota', 'maxim', 'burukkkkkkkk']","['enak', 'diem', 'nunggu', 'mobil', 'datang', 'eh', 'pas', 'udah', 'nyaut', 'malah', 'suruh', 'loginsaya', 'udah', 'login', 'pas', 'waktu', 'minta', 'verifikasi', 'ga', 'kasihmana', 'baru', 'pulang', 'kerja', 'otomatis', 'ken', 'cepetsampe', 'rumah', 'eh', 'malah', 'gin', 'hadeuh', 'hadeuhhh', 'minimal', 'jangan', 'suruh', 'login', 'lagisaya', 'jdi', 'ga', 'sen', 'maximmau', 'donwload', 'aplikasi', 'ga', 'kuota', 'maxim', 'burukkkkkkkk']","['tasty', 'shut up', 'waiting for', 'car', 'coming', 'eh', 'right', 'already', 'nanguut', 'instead', 'told', 'logged in', ','Already ',' Login ',' Pas', 'Time', 'Ask', 'Verification', 'Ga', 'Love', 'New', 'Home', 'Work', 'Automatic', 'Ken', 'Cepetsampe', 'Home', 'Eh', 'In fact', 'Gin', 'Hadeuh', 'Hadeuhhh', 'Minimal', 'Minimal', 'Don't', 'Save', 'Sente', 'Login', 'Lagisaya', ','JDI ',' GA ',' Sen ',' Maximmau ',' Donwload ',' Application ',' Ga ',' Quota ',' Maxim ',' Badkkkkkkkk ']]",
"driver nya kasar padahal udah minta maaf sampe 3x lo, masih nyolot juga di jawab nya tolong driver nya di kasih nasihat gmn cara ngomong yg baik","['driver', 'nya', 'kasar', 'padahal', 'udah', 'minta', 'maaf', 'sampe', 'x', 'lo', 'masih', 'nyolot', 'juga', 'di', 'jawab', 'nya', 'tolong', 'driver', 'nya', 'di', 'kasih', 'nasihat', 'gmn', 'cara', 'ngomong', 'yg', 'baik']","['driver', 'nya', 'kasar', 'padahal', 'udah', 'minta', 'maaf', 'sampe', 'x', 'lo', 'nyolot', 'jawab', 'nya', 'driver', 'nya', 'kasih', 'nasihat', 'gmn', 'cara', 'ngomong', 'yg', 'baik']","['driver', '', 'rude', 'even though', 'already', 'ask', 'sorry', 'sampe', 'x', 'lo', 'nyolot', 'answered', ','His', 'driver', 'his',' love ',' advice ',' gmn ',' way ',' say ',' that ',' good ']",positif
"drivernya selalu banyak alasan ban motor pecah, tambal ban sebaiknya driver seperti ini ngga usah di kasih orderan","['drivernya', 'selalu', 'banyak', 'alasan', 'ban', 'motor', 'pecah', 'tambal', 'ban', 'sebaiknya', 'driver', 'seperti', 'ini', 'ngga', 'usah', 'di', 'kasih', 'orderan']","['drivernya', 'selalu', 'banyak', 'alas', 'ban', 'motor', 'pecah', 'tambal', 'ban', 'baik', 'driver', 'ngga', 'usah', 'kasih', 'order']","['the driver', 'always', 'many', 'alas', 'tires', 'motorcycles', 'broken', 'patching', 'tires', 'good', 'driver', 'no', ','work ',' love ',' order ']",positif
"Tolong perbarui aplikasi untuk penilaian terhadap driver, banyak driver nakal yg suka memaksa minta bayaran tidak sesuai aplikasi","['tolong', 'perbarui', 'aplikasi', 'untuk', 'penilaian', 'terhadap', 'driver', 'banyak', 'driver', 'nakal', 'yg', 'suka', 'memaksa', 'minta', 'bayaran', 'tidak', 'sesuai', 'aplikasi']","['baru', 'aplikasi', 'nilai', 'driver', 'banyak', 'driver', 'nakal', 'yg', 'suka', 'paksa', 'minta', 'bayar', 'sesuai', 'aplikasi']","['new', 'application', 'value', 'driver', 'many', 'drivers', 'naughty', 'who', 'like', 'forced', 'ask', 'pay', ''appropriate ',' application ']",
Untuk harga cukup terjangkau... Cuma buwat cari driver nya susah banget gk dapet2 udh sampir setengah jam lebh,"['untuk', 'harga', 'cukup', 'terjangkau', 'cuma', 'buwat', 'cari', 'driver', 'nya', 'susah', 'banget', 'gk', 'dapet', 'udh', 'sampir', 'setengah', 'jam', 'lebh']","['harga', 'cukup', 'jangkau', 'cuma', 'buwat', 'cari', 'driver', 'nya', 'susah', 'banget', 'gk', 'dapet', 'udh', 'sampir', 'tengah', 'jam', 'lebh']","['price', 'enough', 'reach', 'just', 'buwat', 'looking for', 'driver', 'it', 'difficult', 'really', 'not', 'get', ','Udh ',' Sampir ',' Middle ',' Hours', 'Lebh']",
"Banyak ojol yang minta di batalkan orderannya, tapi kenapa mereka menerima orderan saya? Saya sih tau alasannya mereka ingin di batalkan karena tarif dari rumah ke sekolah saya hanya 10rb, tp kan saya jadi telat ke sekolah, saya ingin kalau yang batalin itu mereka jangan saya. Ngaret ngaret LG ojolnya","['banyak', 'ojol', 'yang', 'minta', 'di', 'batalkan', 'orderannya', 'tapi', 'kenapa', 'mereka', 'menerima', 'orderan', 'saya', 'saya', 'sih', 'tau', 'alasannya', 'mereka', 'ingin', 'di', 'batalkan', 'karena', 'tarif', 'dari', 'rumah', 'ke', 'sekolah', 'saya', 'hanya', 'rb', 'tp', 'kan', 'saya', 'jadi', 'telat', 'ke', 'sekolah', 'saya', 'ingin', 'kalau', 'yang', 'batalin', 'itu', 'mereka', 'jangan', 'saya', 'ngaret', 'ngaret', 'lg', 'ojolnya']","['banyak', 'ojol', 'minta', 'batal', 'order', 'terima', 'order', 'sih', 'tau', 'alas', 'batal', 'tarif', 'rumah', 'sekolah', 'rb', 'tp', 'kan', 'jadi', 'telat', 'sekolah', 'kalau', 'batalin', 'jangan', 'ngaret', 'ngaret', 'lg', 'ojolnya']","['many', 'ojol', 'ask', 'canceled', 'order', 'accept', 'order', 'anyway', 'know', 'Alas',' Cancel ',' Tariff ','Home ',' school ',' rb ',' tp ',' right ',' so ',' late ',' school ',' if ',' cancel ',' don't ',' ngaret ',' ngaret ', 'LG', 'Ojolnya']",negatif
